﻿Daily Discharge (m3/s) (PARAM = 1) and Daily Water Level (m) (PARAM = 2)
ID,PARAM,TYPE,YEAR,DD,Jan,SYM,Feb,SYM,Mar,SYM,Apr,SYM,May,SYM,Jun,SYM,Jul,SYM,Aug,SYM,Sep,SYM,Oct,SYM,Nov,SYM,Dec,SYM
05OJ005,1,1,2009,21,76.0,B,85.0,B,169,B,2900,,1470,,419,,259,,221,,119,,157,,219,,138,B
05OJ005,1,1,2009,22,77.0,B,86.0,B,300,B,2910,,1380,,408,,258,,263,,138,,169,,180,,138,B
05OJ005,1,1,2009,23,77.0,B,87.0,B,493,B,2840,,1360,,398,,260,,252,,116,,165,,187,,139,B
05OJ005,1,1,2009,24,78.0,B,88.0,B,768,B,2750,,1320,,416,,232,,277,,108,,131,,190,,137,B
05OJ005,1,1,2009,25,79.0,B,91.0,B,778,B,2760,,1270,,432,,276,,277,,112,,149,,193,,136,B
05OJ005,1,1,2009,26,79.0,B,94.0,B,890,B,2720,,1130,,497,,261,,261,,109,,184,,187,,135,B
05OJ005,1,1,2009,27,80.0,B,96.0,B,920,B,2660,,1190,,548,,210,,225,,99.0,,180,,180,,132,B
05OJ005,1,1,2009,28,81.0,B,98.0,B,950,B,2640,,1130,,754,,212,,229,,117,,176,,177,,129,B
05OJ005,1,1,2009,29,82.0,B,,,1000,B,2580,,1170,,993,,186,,211,,134,,157,,174,,126,B
05OJ005,1,1,2009,30,82.0,B,,,1020,B,2510,,1130,,1080,,190,,187,,137,,166,,170,,123,B
05OJ005,1,1,2009,31,81.0,B,,,1050,B,,,1100,,,,202,,173,,,,196,,,,121,B
05OJ005,1,1,2010,01,119,B,79.0,B,88.0,B,1890,,472,,1750,,803,,477,,481,,911,,899,,286,B
05OJ005,1,1,2010,02,115,B,78.0,B,87.0,B,1890,,441,,1760,,781,,490,,568,,923,,932,,284,B
05OJ005,1,1,2010,03,111,B,79.0,B,92.0,B,1920,,453,,1610,,738,,468,,631,,914,,947,,282,B
05OJ005,1,1,2010,04,108,B,76.0,B,93.0,B,1930,,436,,1550,,683,,468,,618,,900,,990,,295,B
05OJ005,1,1,2010,05,105,B,77.0,B,94.0,B,1950,,467,,1530,,650,,483,,588,,907,,990,,300,B
05OJ005,1,1,2010,06,103,B,77.0,B,94.0,B,1900,,541,,1420,,578,,492,,525,,887,,973,,302,B
05OJ005,1,1,2010,07,100,B,76.0,B,95.0,B,1890,,583,,1320,,533,,472,,458,,860,,992,,311,B
05OJ005,1,1,2010,08,98.0,B,83.0,B,100,B,1920,,632,,1180,,498,,461,,422,,817,,989,,324,B
05OJ005,1,1,2010,09,96.0,B,83.0,B,96.0,B,1870,,617,,1040,,525,,445,,382,,777,,978,,322,B
05OJ005,1,1,2010,10,94.0,B,81.0,B,97.0,B,1840,,603,,946,,530,,417,,401,,716,,929,,325,B
05OJ005,1,1,2010,11,92.0,B,79.0,B,103,B,1800,,582,,845,,522,,391,,413,,667,,875,,321,B
05OJ005,1,1,2010,12,90.0,B,80.0,B,113,B,1740,,580,,778,,557,,370,,488,,605,,850,,336,B
05OJ005,1,1,2010,13,88.0,B,78.0,B,128,B,1730,,570,,713,,540,,394,,520,,561,,785,,342,B
05OJ005,1,1,2010,14,87.0,B,80.0,B,163,B,1670,,583,,679,,551,,387,,568,,529,,747,,342,B
05OJ005,1,1,2010,15,86.0,B,81.0,B,201,B,1630,,576,,668,,519,,316,,589,,541,,698,,342,B
05OJ005,1,1,2010,16,85.0,B,83.0,B,307,B,1600,,588,,639,,516,,335,,611,,452,,641,,338,B
05OJ005,1,1,2010,17,83.0,B,82.0,B,383,B,1570,,567,,628,,521,,371,,599,,481,,609,,334,B
05OJ005,1,1,2010,18,81.5,B,85.0,B,488,B,1500,,564,,611,,481,,335,,626,,446,,622,,329,B
05OJ005,1,1,2010,19,81.0,B,87.0,B,564,B,1420,,554,,671,,447,,353,,628,,433,,548,,328,B
05OJ005,1,1,2010,20,80.5,B,84.0,B,600,B,1290,,551,,702,,450,,360,,604,,403,,555,,323,B
05OJ005,1,1,2010,21,81.0,B,87.0,B,650,B,1250,,537,,706,,469,,365,,542,,407,,394,,316,B
05OJ005,1,1,2010,22,84.0,B,85.0,B,850,B,1140,,541,,716,,459,,405,,545,,379,,345,,311,B
05OJ005,1,1,2010,23,83.0,B,88.0,B,1000,B,1030,,524,,761,,468,,365,,489,,394,,379,,302,B
05OJ005,1,1,2010,24,81.0,B,89.0,B,1210,B,908,,490,,797,,468,,324,,550,,385,,350,B,294,B
05OJ005,1,1,2010,25,77.0,B,89.0,B,1310,B,793,,540,,795,,460,,335,,707,,372,,325,B,287,B
05OJ005,1,1,2010,26,85.0,B,95.0,B,1400,B,679,,490,,768,,475,,308,,798,,338,,320,B,283,B
05OJ005,1,1,2010,27,89.0,B,89.0,B,1480,B,625,,580,,788,,470,,279,,810,,391,,310,B,274,B
05OJ005,1,1,2010,28,86.0,B,89.0,B,1560,B,560,,718,,836,,489,,268,,873,,609,,302,B,270,B
05OJ005,1,1,2010,29,84.0,B,,,1670,B,519,,1030,,858,,510,,256,,853,,781,,300,B,263,B
05OJ005,1,1,2010,30,79.0,B,,,1810,,504,,1590,,833,,489,,251,,892,,834,,294,B,261,B
05OJ005,1,1,2010,31,78.0,B,,,1850,,,,1750,,,,484,,319,,,,886,,,,258,B
05OJ005,1,1,2011,01,236,B,186,B,215,B,364,B,2550,,1650,,1480,,1090,,565,,282,,158,,157,B
05OJ005,1,1,2011,02,222,B,168,B,198,B,400,B,2660,,1630,,1500,,1070,,560,,256,,191,,133,B
05OJ005,1,1,2011,03,216,B,180,B,205,B,435,B,2720,,1570,,1510,,1050,,534,,248,,196,,144,B
05OJ005,1,1,2011,04,210,B,184,B,210,B,477,B,2730,,1540,,1510,,1000,,537,,265,,208,,161,B
05OJ005,1,1,2011,05,218,B,200,B,208,B,552,B,2650,,1530,,1530,,984,,516,,260,,167,,140,B
05OJ005,1,1,2011,06,212,B,202,B,210,B,803,B,2680,,1460,,1560,,943,,484,,243,,202,,122,B
05OJ005,1,1,2011,07,220,B,190,B,208,B,1340,B,2680,,1430,,1530,,951,,487,,266,,143,,146,B
05OJ005,1,1,2011,08,210,B,179,B,202,B,2300,B,2640,,1390,,1550,,926,,468,,203,,189,,160,B
05OJ005,1,1,2011,09,202,B,189,B,204,B,2370,B,2580,,1380,,1480,,962,,441,,224,,143,,136,B
05OJ005,1,1,2011,10,200,B,183,B,204,B,2300,,2560,,1380,,1480,,982,,433,,225,,167,,137,B
05OJ005,1,1,2011,11,203,B,184,B,208,B,2330,,2530,,1340,,1460,,982,,410,,210,,161,,146,B
05OJ005,1,1,2011,12,197,B,189,B,236,B,2320,,2460,,1290,,1470,,982,,390,,187,,174,,146,B
05OJ005,1,1,2011,13,197,B,194,B,212,B,2220,,2430,,1240,,1460,,987,,360,,194,,148,,128,B
05OJ005,1,1,2011,14,201,B,197,B,208,B,2180,,2360,,1190,,1380,,979,,394,,205,,174,,131,B
05OJ005,1,1,2011,15,199,B,178,B,206,B,2170,,2320,,1200,,1360,,968,,352,,206,,143,,146,B
05OJ005,1,1,2011,16,182,B,193,B,212,B,2140,,2310,,1180,,1300,,926,,360,,181,,143,,129,B
